0.001231;1.002751;17.431494
0.001523;1.001160;14.624364
0.000757;1.000396;15.210982
0.000737;1.007638;14.371186
0.000665;1.000574;1.658753
0.023255;1.036197;9.991078
0.055948;1.045605;0.990307
0.649276;4.655484;13.935392
0.502714;1.555407;11.842837
0.028382;1.023105;3.636766
0.002904;1.001858;12.371523
0.001483;1.000784;9.147785
0.027534;1.143382;3.716609
1.295062;1.824275;13.111048
1.545275;1.970688;13.058896
0.006687;1.007924;1.975624
0.008440;1.023412;16.618668
1.220829;1.908953;16.761523
0.000404;1.000541;7.510051
0.001598;1.001227;10.496078
